CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13837.0,211,2,266.59000000000003,1,2,2,12,Hibernating
13838.0,5,4,674.82,5,4,3,54,Champions
13841.0,252,1,85.0,1,1,1,11,Hibernating
13842.0,58,9,3385.62,3,5,5,35,Loyal_customers
13844.0,11,1,361.62,5,1,2,51,New_customers
13845.0,64,1,312.98,3,1,2,31,About_to_sleep
13846.0,24,4,847.61,4,4,3,44,Loyal_customers
13848.0,92,3,1255.0,2,3,4,23,At_risk
13849.0,51,2,1537.95,3,2,4,32,About_to_sleep
13850.0,88,2,1586.81,2,2,4,22,Hibernating
13851.0,95,3,2651.46,2,3,5,23,At_risk
13853.0,8,2,1056.94,5,2,4,52,Potential_loyalists
13854.0,8,29,8025.0199999999995,5,5,5,55,Champions
13856.0,168,5,363.4,2,4,2,24,At_risk
13858.0,57,1,216.17000000000002,3,1,1,31,About_to_sleep
13859.0,326,1,201.16,1,1,1,11,Hibernating
13860.0,1,6,1240.0,5,4,4,54,Champions
13862.0,18,10,2187.31,4,5,5,45,Loyal_customers
13863.0,245,2,299.56,1,2,2,12,Hibernating
13865.0,58,4,501.56,3,4,3,34,Loyal_customers
13866.0,74,1,145.67,2,1,1,21,Hibernating
13867.0,31,3,1005.09,4,3,4,43,Potential_loyalists
13868.0,7,2,3192.54,5,2,5,52,Potential_loyalists
13869.0,123,4,3083.65,2,4,5,24,At_risk
13870.0,2,10,2751.25,5,5,5,55,Champions
13871.0,22,14,6389.8,4,5,5,45,Loyal_customers
13873.0,119,4,381.7,2,4,2,24,At_risk
13874.0,358,1,540.45,1,1,3,11,Hibernating
13875.0,53,5,1786.79,3,4,4,34,Loyal_customers
13876.0,63,1,122.7,3,1,1,31,About_to_sleep
13877.0,86,1,117.24,2,1,1,21,Hibernating
13878.0,54,1,1271.57,3,1,4,31,About_to_sleep
13880.0,21,13,3219.77,4,5,5,45,Loyal_customers
13881.0,3,22,16989.52,5,5,5,55,Champions
13882.0,2,6,1131.28,5,4,4,54,Champions
13883.0,1,9,2538.75,5,5,5,55,Champions
13884.0,7,6,781.3000000000001,5,4,3,54,Champions
13885.0,189,2,506.8,1,2,3,12,Hibernating
13886.0,71,1,243.56,3,1,2,31,About_to_sleep
13887.0,204,1,349.55,1,1,2,11,Hibernating
13888.0,119,2,595.67,2,2,3,22,Hibernating
13889.0,92,1,416.90000000000003,2,1,2,21,Hibernating
13890.0,1,14,1860.8600000000001,5,5,4,55,Champions
13892.0,26,4,632.97,4,4,3,44,Loyal_customers
13893.0,297,1,821.1,1,1,3,11,Hibernating
13894.0,22,5,535.97,4,4,3,44,Loyal_customers
13895.0,21,5,2588.12,4,4,5,44,Loyal_customers
13897.0,50,1,311.16,3,1,2,31,About_to_sleep
13898.0,325,1,155.93,1,1,1,11,Hibernating
13899.0,16,2,388.52,4,2,2,42,Potential_loyalists
13900.0,183,3,740.95,1,3,3,13,At_risk
13901.0,72,5,2867.2000000000003,2,4,5,24,At_risk
13904.0,37,2,332.64,3,2,2,32,About_to_sleep
13908.0,79,5,2347.05,2,4,5,24,At_risk
13911.0,57,9,2580.91,3,5,5,35,Loyal_customers
13914.0,3,3,613.95,5,3,3,53,Potential_loyalists
13917.0,49,2,272.04,3,2,2,32,About_to_sleep
13918.0,49,2,1212.8400000000001,3,2,4,32,About_to_sleep
13919.0,53,3,350.16,3,3,2,33,Need_attention
13922.0,351,1,172.25,1,1,1,11,Hibernating
13923.0,53,1,351.13,3,1,2,31,About_to_sleep
13924.0,1,11,1682.08,5,5,4,55,Champions
13925.0,36,6,616.65,3,4,3,34,Loyal_customers
13926.0,23,1,223.85000000000002,4,1,1,41,Promising
13927.0,74,1,348.99,2,1,2,21,Hibernating
13928.0,10,4,464.57,5,4,3,54,Champions
13929.0,169,3,802.85,2,3,3,23,At_risk
13930.0,57,2,337.34,3,2,2,32,About_to_sleep
13931.0,85,3,1230.93,2,3,4,23,At_risk
13932.0,294,1,307.4,1,1,2,11,Hibernating
13933.0,109,2,608.79,2,2,3,22,Hibernating
13934.0,263,1,922.1,1,1,4,11,Hibernating
13936.0,171,2,361.28000000000003,2,2,2,22,Hibernating
13937.0,169,1,158.85,2,1,1,21,Hibernating
13938.0,35,1,71.66,3,1,1,31,About_to_sleep
13939.0,23,4,556.75,4,4,3,44,Loyal_customers
13940.0,17,4,839.14,4,4,3,44,Loyal_customers
13941.0,21,7,4912.41,4,5,5,45,Loyal_customers
13946.0,79,3,561.57,2,3,3,23,At_risk
13947.0,65,1,90.60000000000001,3,1,1,31,About_to_sleep
13948.0,360,1,102.0,1,1,1,11,Hibernating
13949.0,2,6,2427.32,5,4,5,54,Champions
13950.0,11,5,728.5600000000001,5,4,3,54,Champions
13951.0,176,3,674.45,2,3,3,23,At_risk
13952.0,211,3,3246.091,1,3,5,13,At_risk
13953.0,7,7,3515.68,5,5,5,55,Champions
13954.0,1,3,378.59,5,3,2,53,Potential_loyalists
13955.0,154,2,322.96,2,2,2,22,Hibernating
13956.0,5,5,1019.27,5,4,4,54,Champions
13958.0,372,1,-102.45,1,1,1,11,Hibernating
13959.0,79,3,594.04,2,3,3,23,At_risk
13960.0,21,2,230.22,4,2,1,42,Potential_loyalists
13962.0,21,2,169.54999999999998,4,2,1,42,Potential_loyalists
13963.0,308,4,664.54,1,4,3,14,At_risk
13967.0,145,1,80.7,2,1,1,21,Hibernating
13969.0,7,20,8956.92,5,5,5,55,Champions
13971.0,8,11,2702.2200000000003,5,5,5,55,Champions
13972.0,70,2,190.25,3,2,1,32,About_to_sleep
13973.0,287,1,264.7,1,1,2,11,Hibernating
13974.0,49,1,413.59000000000003,3,1,2,31,About_to_sleep
13975.0,31,7,2438.19,4,5,5,45,Loyal_customers
13976.0,206,1,357.98,1,1,2,11,Hibernating
13978.0,14,2,196.79,4,2,1,42,Potential_loyalists
13979.0,73,1,869.87,2,1,3,21,Hibernating
13980.0,60,1,200.14,3,1,1,31,About_to_sleep
13982.0,39,5,1861.1100000000001,3,4,4,34,Loyal_customers
13983.0,29,13,2590.46,4,5,5,45,Loyal_customers
13984.0,26,6,488.03,4,4,3,44,Loyal_customers
13985.0,4,16,7024.53,5,5,5,55,Champions
13986.0,17,1,320.46,4,1,2,41,Promising
13988.0,19,9,4098.8,4,5,5,45,Loyal_customers
13989.0,65,2,1266.08,3,2,4,32,About_to_sleep
13990.0,213,1,311.3,1,1,2,11,Hibernating
13991.0,12,7,847.54,4,5,3,45,Loyal_customers
13992.0,30,1,76.8,4,1,1,41,Promising
13993.0,32,12,3409.66,3,5,5,35,Loyal_customers
13994.0,3,6,2274.14,5,4,5,54,Champions
13995.0,15,6,1383.49,4,4,4,44,Loyal_customers
13999.0,10,15,3865.26,5,5,5,55,Champions
14000.0,206,2,633.71,1,2,3,12,Hibernating
14001.0,45,4,2030.3300000000002,3,4,5,34,Loyal_customers
14002.0,134,2,529.73,2,2,3,22,Hibernating
14004.0,43,7,4582.64,3,5,5,35,Loyal_customers
14005.0,9,5,2874.72,5,4,5,54,Champions
14006.0,115,3,962.19,2,3,4,23,At_risk
14009.0,198,3,685.9300000000001,1,3,3,13,At_risk
14012.0,277,1,328.8,1,1,2,11,Hibernating
14013.0,110,3,473.02,2,3,3,23,At_risk
14014.0,77,1,505.18,2,1,3,21,Hibernating
14015.0,52,1,917.34,3,1,4,31,About_to_sleep
14016.0,154,5,4328.46,2,4,5,24,At_risk
14019.0,46,4,1398.96,3,4,4,34,Loyal_customers
14020.0,16,2,642.8,4,2,3,42,Potential_loyalists
14021.0,155,3,631.9,2,3,3,23,At_risk
14022.0,225,1,440.0,1,1,2,11,Hibernating
14023.0,7,2,584.07,5,2,3,52,Potential_loyalists
14024.0,121,2,327.7,2,2,2,22,Hibernating
14027.0,60,1,104.82,3,1,1,31,About_to_sleep
14029.0,63,2,467.66,3,2,3,32,About_to_sleep
14030.0,18,8,2358.84,4,5,5,45,Loyal_customers
14031.0,7,23,14634.64,5,5,5,55,Champions
14032.0,2,18,2929.84,5,5,5,55,Champions
14034.0,22,4,509.09,4,4,3,44,Loyal_customers
14035.0,28,5,1428.02,4,4,4,44,Loyal_customers
14036.0,284,1,626.65,1,1,3,11,Hibernating
14037.0,176,2,147.20000000000002,2,2,1,22,Hibernating
14038.0,78,4,1554.48,2,4,4,24,At_risk
14039.0,33,1,152.2,3,1,1,31,About_to_sleep
14040.0,40,15,3487.59,3,5,5,35,Loyal_customers
14041.0,266,1,141.41,1,1,1,11,Hibernating
14044.0,26,4,646.42,4,4,3,44,Loyal_customers
14045.0,109,4,1659.75,2,4,4,24,At_risk
14046.0,284,1,154.99,1,1,1,11,Hibernating
14047.0,8,7,1290.01,5,5,4,55,Champions
14048.0,277,2,375.13,1,2,2,12,Hibernating
14049.0,16,6,5536.15,4,4,5,44,Loyal_customers
14050.0,31,2,746.36,4,2,3,42,Potential_loyalists
14051.0,0,26,15477.34,5,5,5,55,Champions
14052.0,19,1,225.35999999999999,4,1,1,41,Promising
14053.0,124,2,260.25,2,2,2,22,Hibernating
14054.0,65,1,92.46000000000001,3,1,1,31,About_to_sleep
14055.0,106,1,725.6400000000001,2,1,3,21,Hibernating
14056.0,1,29,8062.46,5,5,5,55,Champions
14057.0,23,18,6141.1,4,5,5,45,Loyal_customers
14059.0,266,1,183.6,1,1,1,11,Hibernating
14060.0,4,20,6135.38,5,5,5,55,Champions
14062.0,9,12,10464.85,5,5,5,55,Champions
14064.0,29,7,1168.92,4,5,4,45,Loyal_customers
14066.0,266,1,152.55,1,1,1,11,Hibernating
14067.0,63,2,374.7,3,2,2,32,About_to_sleep
14068.0,320,1,265.85,1,1,2,11,Hibernating
14071.0,3,9,1306.16,5,5,4,55,Champions
14073.0,21,2,139.54,4,2,1,42,Potential_loyalists
14075.0,4,3,942.26,5,3,4,53,Potential_loyalists
14076.0,129,1,118.67,2,1,1,21,Hibernating
14077.0,40,5,499.42,3,4,3,34,Loyal_customers
14078.0,101,6,1049.37,2,4,4,24,At_risk
14079.0,124,1,375.1,2,1,2,21,Hibernating
14080.0,32,1,45.599999999999994,3,1,1,31,About_to_sleep
14081.0,267,4,891.77,1,4,3,14,At_risk
14082.0,364,1,182.25,1,1,1,11,Hibernating
14083.0,4,9,1002.9,5,5,4,55,Champions
14085.0,2,19,4408.54,5,5,5,55,Champions
14087.0,2,2,178.72,5,2,1,52,Potential_loyalists
14088.0,10,14,50415.49,5,5,5,55,Champions
14089.0,56,1,158.75,3,1,1,31,About_to_sleep
14090.0,324,1,76.32000000000001,1,1,1,11,Hibernating
14092.0,7,17,4063.1,5,5,5,55,Champions
14093.0,12,1,433.86,4,1,2,41,Promising
14096.0,4,34,57120.909999999996,5,5,5,55,Champions
14098.0,36,1,147.35,3,1,1,31,About_to_sleep
14099.0,16,12,3092.9700000000003,4,5,5,45,Loyal_customers
14100.0,137,1,191.95,2,1,1,21,Hibernating
14101.0,73,6,5976.79,2,4,5,24,At_risk
14102.0,5,8,1060.33,5,5,4,55,Champions
14104.0,154,2,216.21,2,2,1,22,Hibernating
14105.0,85,2,1260.33,2,2,4,22,Hibernating
14107.0,51,8,2688.48,3,5,5,35,Loyal_customers
14108.0,30,3,594.16,4,3,3,43,Potential_loyalists
14109.0,23,2,80.2,4,2,1,42,Potential_loyalists
14110.0,3,13,5669.65,5,5,5,55,Champions
14111.0,14,5,688.6,4,4,3,44,Loyal_customers
14112.0,22,12,2774.17,4,5,5,45,Loyal_customers
14113.0,3,8,1377.92,5,5,4,55,Champions
14114.0,273,2,386.53,1,2,2,12,Hibernating
14116.0,19,5,1382.74,4,4,4,44,Loyal_customers
14117.0,143,1,90.0,2,1,1,21,Hibernating
14119.0,354,1,-19.9,1,1,1,11,Hibernating
14121.0,3,6,2740.3,5,4,5,54,Champions
14124.0,84,1,419.58,2,1,2,21,Hibernating
14125.0,10,3,2720.63,5,3,5,53,Potential_loyalists
14126.0,7,4,643.6300000000001,5,4,3,54,Champions
14127.0,122,3,709.71,2,3,3,23,At_risk
14128.0,60,2,637.5,3,2,3,32,About_to_sleep
14129.0,1,5,1123.8600000000001,5,4,4,54,Champions
14130.0,319,1,480.91,1,1,3,11,Hibernating
14132.0,2,12,3580.13,5,5,5,55,Champions
14133.0,129,5,590.34,2,4,3,24,At_risk
14135.0,1,15,4690.31,5,5,5,55,Champions
14138.0,1,2,965.88,5,2,4,52,Potential_loyalists
14139.0,46,1,415.82,3,1,2,31,About_to_sleep
14140.0,3,3,920.05,5,3,4,53,Potential_loyalists
14141.0,2,6,879.0300000000001,5,4,3,54,Champions
14142.0,373,1,311.81,1,1,2,11,Hibernating
14143.0,133,1,115.8,2,1,1,21,Hibernating
14145.0,46,5,3148.2,3,4,5,34,Loyal_customers
14146.0,8,6,2949.57,5,4,5,54,Champions
14147.0,49,3,468.4,3,3,3,33,Need_attention
14148.0,233,1,157.2,1,1,1,11,Hibernating
14149.0,212,3,259.43,1,3,2,13,At_risk
14150.0,35,2,658.64,3,2,3,32,About_to_sleep
14152.0,75,3,611.09,2,3,3,23,At_risk
14154.0,239,2,1345.62,1,2,4,12,Hibernating
14155.0,266,1,118.75,1,1,1,11,Hibernating
14156.0,9,66,113214.59,5,5,5,55,Champions
14157.0,19,3,392.44,4,3,2,43,Potential_loyalists
14158.0,40,1,507.65999999999997,3,1,3,31,About_to_sleep
14159.0,19,14,4615.64,4,5,5,45,Loyal_customers
14161.0,215,3,1097.6200000000001,1,3,4,13,At_risk
14162.0,173,2,289.36,2,2,2,22,Hibernating
14163.0,87,4,2445.91,2,4,5,24,At_risk
14164.0,70,2,1631.77,3,2,4,32,About_to_sleep
14165.0,275,1,120.44,1,1,1,11,Hibernating
14167.0,39,4,562.59,3,4,3,34,Loyal_customers
14171.0,98,1,363.79,2,1,2,21,Hibernating
14173.0,10,4,450.84,5,4,2,54,Champions
14174.0,33,1,134.46,3,1,1,31,About_to_sleep
14175.0,51,7,3108.06,3,5,5,35,Loyal_customers
14176.0,297,5,574.0,1,4,3,14,At_risk
14177.0,84,5,544.51,2,4,3,24,At_risk
14178.0,8,7,1600.26,5,5,4,55,Champions
14179.0,40,2,701.57,3,2,3,32,About_to_sleep
14180.0,10,31,4640.77,5,5,5,55,Champions
14184.0,66,1,452.89,3,1,2,31,About_to_sleep
14185.0,331,1,197.65,1,1,1,11,Hibernating
14188.0,8,10,2018.91,5,5,5,55,Champions
14189.0,2,24,4604.31,5,5,5,55,Champions
14191.0,1,14,4660.01,5,5,5,55,Champions
14193.0,67,2,853.39,3,2,3,32,About_to_sleep
14194.0,4,32,11216.75,5,5,5,55,Champions
14195.0,201,3,962.7,1,3,4,13,At_risk
14196.0,106,1,335.52,2,1,2,21,Hibernating
14198.0,4,7,663.5,5,5,3,55,Champions
14199.0,218,1,185.39999999999998,1,1,1,11,Hibernating
14201.0,60,9,688.04,3,5,3,35,Loyal_customers
14204.0,2,1,150.61,5,1,1,51,New_customers
14205.0,10,4,218.78,5,4,1,54,Champions
14206.0,239,2,308.26,1,2,2,12,Hibernating
14208.0,94,1,151.74,2,1,1,21,Hibernating
14209.0,10,7,2067.13,5,5,5,55,Champions
14210.0,91,7,1900.89,2,5,4,25,Shouldn't_loose
14211.0,53,13,2208.3,3,5,5,35,Loyal_customers
14212.0,89,1,1070.48,2,1,4,21,Hibernating
14213.0,371,1,-1192.2,1,1,1,11,Hibernating
14214.0,30,7,1000.23,4,5,4,45,Loyal_customers
14215.0,11,7,1777.92,5,5,4,55,Champions
14216.0,3,4,1839.3,5,4,4,54,Champions
14217.0,1,24,1925.3600000000001,5,5,4,55,Champions
14218.0,42,1,169.48000000000002,3,1,1,31,About_to_sleep
14219.0,4,1,89.94,5,1,1,51,New_customers
14220.0,247,2,632.4000000000001,1,2,3,12,Hibernating
14221.0,42,10,3427.85,3,5,5,35,Loyal_customers
14222.0,177,1,683.17,2,1,3,21,Hibernating
14223.0,92,4,975.23,2,4,4,24,At_risk
14224.0,110,4,1009.73,2,4,4,24,At_risk
14226.0,28,7,2184.2400000000002,4,5,5,45,Loyal_customers
14227.0,26,15,3315.71,4,5,5,45,Loyal_customers
14229.0,51,5,1450.6,3,4,4,34,Loyal_customers
14231.0,179,5,822.0600000000001,1,4,3,14,At_risk
14232.0,31,8,2043.93,4,5,5,45,Loyal_customers
14233.0,43,5,1447.51,3,4,4,34,Loyal_customers
14234.0,22,4,754.12,4,4,3,44,Loyal_customers
14235.0,10,6,3093.86,5,4,5,54,Champions
14236.0,80,2,490.86,2,2,3,22,Hibernating
14237.0,373,1,161.0,1,1,1,11,Hibernating
14238.0,326,1,146.85,1,1,1,11,Hibernating
14239.0,43,13,2323.5,3,5,5,35,Loyal_customers
14240.0,30,2,890.34,4,2,3,42,Potential_loyalists
14241.0,183,1,213.70000000000002,1,1,1,11,Hibernating
14242.0,234,2,280.55,1,2,2,12,Hibernating
14243.0,8,14,2535.88,5,5,5,55,Champions
14245.0,176,5,1677.48,2,4,4,24,At_risk
14246.0,110,3,1474.06,2,3,4,23,At_risk
14247.0,278,1,136.77,1,1,1,11,Hibernating
14248.0,318,1,302.58,1,1,2,11,Hibernating
14250.0,7,3,1904.05,5,3,4,53,Potential_loyalists
14251.0,1,5,2879.7000000000003,5,4,5,54,Champions
14256.0,254,3,935.0600000000001,1,3,4,13,At_risk
14257.0,51,6,3087.27,3,4,5,34,Loyal_customers
14258.0,9,10,12650.08,5,5,5,55,Champions
14259.0,141,1,120.0,2,1,1,21,Hibernating
14261.0,50,2,1163.45,3,2,4,32,About_to_sleep
14262.0,8,8,2618.23,5,5,5,55,Champions
14264.0,154,3,319.47,2,3,2,23,At_risk
14265.0,109,2,530.18,2,2,3,22,Hibernating
14267.0,150,7,1279.09,2,5,4,25,Shouldn't_loose
14270.0,331,1,492.65000000000003,1,1,3,11,Hibernating
14271.0,225,1,112.32000000000001,1,1,1,11,Hibernating
14272.0,73,2,437.96,2,2,2,22,Hibernating
14273.0,51,4,559.97,3,4,3,34,Loyal_customers
14276.0,88,5,1019.39,2,4,4,24,At_risk
14277.0,15,4,3928.8,4,4,5,44,Loyal_customers
14280.0,196,1,134.04,1,1,1,11,Hibernating
14282.0,3,15,3701.44,5,5,5,55,Champions
14284.0,30,3,578.45,4,3,3,43,Potential_loyalists
14285.0,21,4,1910.01,4,4,4,44,Loyal_customers
14286.0,23,5,4595.81,4,4,5,44,Loyal_customers
14287.0,8,4,151.23,5,4,1,54,Champions
14288.0,212,2,413.85,1,2,2,12,Hibernating
14289.0,8,6,911.26,5,4,4,54,Champions
14290.0,11,6,2307.4500000000003,5,4,5,54,Champions
14291.0,1,12,3873.3,5,5,5,55,Champions
14292.0,7,14,4819.33,5,5,5,55,Champions
14293.0,3,4,1046.56,5,4,4,54,Champions
14295.0,40,2,154.70000000000002,3,2,1,32,About_to_sleep
14297.0,17,6,1284.06,4,4,4,44,Loyal_customers
14298.0,3,45,50862.44,5,5,5,55,Champions
14299.0,8,18,2855.35,5,5,5,55,Champions
14300.0,18,1,43.2,4,1,1,41,Promising
14301.0,107,2,632.04,2,2,3,22,Hibernating
14304.0,222,2,197.1,1,2,1,12,Hibernating
14305.0,71,5,1803.76,3,4,4,34,Loyal_customers
14306.0,51,3,2083.42,3,3,5,33,Need_attention
14307.0,88,6,2995.7200000000003,2,4,5,24,At_risk
14309.0,8,10,2319.6800000000003,5,5,5,55,Champions
14311.0,225,2,229.71,1,2,1,12,Hibernating
14312.0,46,6,1611.5900000000001,3,4,4,34,Loyal_customers
14314.0,106,1,120.0,2,1,1,21,Hibernating
14315.0,21,7,2456.98,4,5,5,45,Loyal_customers
14317.0,64,1,508.58,3,1,3,31,About_to_sleep
14320.0,206,3,343.11,1,3,2,13,At_risk
14321.0,10,5,1530.75,5,4,4,54,Champions
14323.0,114,4,574.26,2,4,3,24,At_risk
14326.0,234,2,166.85,1,2,1,12,Hibernating
14327.0,163,1,311.65000000000003,2,1,2,21,Hibernating
14329.0,8,14,4889.14,5,5,5,55,Champions
14331.0,124,2,462.66,2,2,2,22,Hibernating
14332.0,22,3,840.21,4,3,3,43,Potential_loyalists
14333.0,64,2,351.45,3,2,2,32,About_to_sleep
14334.0,16,9,2539.46,4,5,5,45,Loyal_customers
14335.0,16,2,454.86,4,2,2,42,Potential_loyalists
14336.0,16,4,1614.91,4,4,4,44,Loyal_customers
14338.0,158,4,554.22,2,4,3,24,At_risk
14339.0,234,4,289.91,1,4,2,14,At_risk
14340.0,218,1,134.7,1,1,1,11,Hibernating
14341.0,45,9,2151.08,3,5,5,35,Loyal_customers
14342.0,21,6,607.71,4,4,3,44,Loyal_customers
14344.0,127,8,889.9300000000001,2,5,3,25,Shouldn't_loose
14345.0,38,1,108.98,3,1,1,31,About_to_sleep
14346.0,120,2,1021.58,2,2,4,22,Hibernating
14348.0,260,1,409.57,1,1,2,11,Hibernating
14349.0,10,1,133.5,5,1,1,51,New_customers
14350.0,270,2,258.7,1,2,2,12,Hibernating
14351.0,164,1,51.0,2,1,1,21,Hibernating
14352.0,157,4,1078.96,2,4,4,24,At_risk
14353.0,215,1,90.6,1,1,1,11,Hibernating
14354.0,5,2,163.62,5,2,1,52,Potential_loyalists
14355.0,365,1,174.4,1,1,1,11,Hibernating
14356.0,60,4,666.9399999999999,3,4,3,34,Loyal_customers
14357.0,43,1,225.12,3,1,1,31,About_to_sleep
14359.0,19,6,882.58,4,4,3,44,Loyal_customers
14360.0,31,4,2118.03,4,4,5,44,Loyal_customers
14362.0,22,1,151.5,4,1,1,41,Promising
14364.0,108,8,3717.35,2,5,5,25,Shouldn't_loose
14367.0,8,19,9134.12,5,5,5,55,Champions
14368.0,319,1,155.0,1,1,1,11,Hibernating
14371.0,295,1,100.5,1,1,1,11,Hibernating
14373.0,358,1,76.55,1,1,1,11,Hibernating
14375.0,185,1,235.56,1,1,2,11,Hibernating
14377.0,191,2,617.05,1,2,3,12,Hibernating
14379.0,44,2,348.1,3,2,2,32,About_to_sleep
14381.0,52,1,202.68,3,1,1,31,About_to_sleep
14382.0,26,1,615.49,4,1,3,41,Promising
14383.0,38,3,1247.69,3,3,4,33,Need_attention
14385.0,9,3,202.10999999999999,5,3,1,53,Potential_loyalists
14386.0,296,1,142.4,1,1,1,11,Hibernating
14387.0,32,3,1727.6,3,3,4,33,Need_attention
14388.0,8,10,3172.04,5,5,5,55,Champions
14389.0,8,5,999.72,5,4,4,54,Champions
14390.0,10,13,4582.22,5,5,5,55,Champions
14393.0,218,1,67.95,1,1,1,11,Hibernating
14395.0,2,12,3444.11,5,5,5,55,Champions
14396.0,65,2,487.99,3,2,3,32,About_to_sleep
14397.0,0,23,2556.68,5,5,5,55,Champions
14400.0,141,2,559.7,2,2,3,22,Hibernating
14401.0,4,14,4039.98,5,5,5,55,Champions
14403.0,130,5,1426.31,2,4,4,24,At_risk
14404.0,33,7,1409.72,3,5,4,35,Loyal_customers
14406.0,119,1,156.75,2,1,1,21,Hibernating
14407.0,107,9,2111.08,2,5,5,25,Shouldn't_loose
14408.0,10,7,2599.03,5,5,5,55,Champions
14409.0,71,7,1908.25,3,5,4,35,Loyal_customers
14410.0,15,15,573.45,4,5,3,45,Loyal_customers
14411.0,310,1,1063.0,1,1,4,11,Hibernating
14412.0,35,3,761.33,3,3,3,33,Need_attention
14413.0,362,1,121.05,1,1,1,11,Hibernating
14414.0,91,8,1485.1299999999999,2,5,4,25,Shouldn't_loose
14415.0,1,18,5766.85,5,5,5,55,Champions
14416.0,22,2,490.22,4,2,3,42,Potential_loyalists
14418.0,3,3,1937.25,5,3,4,53,Potential_loyalists
14419.0,10,6,1051.79,5,4,4,54,Champions
14420.0,85,2,385.87,2,2,2,22,Hibernating
14421.0,57,2,813.11,3,2,3,32,About_to_sleep
14422.0,0,6,4263.64,5,4,5,54,Champions
14423.0,218,1,265.2,1,1,2,11,Hibernating
14424.0,17,1,322.08,4,1,2,41,Promising
14426.0,18,16,3918.9,4,5,5,45,Loyal_customers
14427.0,50,2,363.34000000000003,3,2,2,32,About_to_sleep
14428.0,7,7,1209.37,5,5,4,55,Champions
14431.0,298,2,423.26000000000005,1,2,2,12,Hibernating
14432.0,9,6,2248.5,5,4,5,54,Champions
14434.0,21,6,1372.8,4,4,4,44,Loyal_customers
14436.0,98,1,89.06,2,1,1,21,Hibernating
14437.0,143,2,-43.400000000000006,2,2,1,22,Hibernating
14438.0,306,1,131.9,1,1,1,11,Hibernating
14439.0,319,1,2661.24,1,1,5,11,Hibernating
14440.0,8,5,2357.68,5,4,5,54,Champions
14441.0,0,10,1545.14,5,5,4,55,Champions
14442.0,1,5,1544.6200000000001,5,4,4,54,Champions
14443.0,53,7,1400.88,3,5,4,35,Loyal_customers
14446.0,0,4,1010.35,5,4,4,54,Champions
14447.0,18,5,1163.23,4,4,4,44,Loyal_customers
14448.0,9,2,375.35,5,2,2,52,Potential_loyalists
14449.0,18,4,885.8,4,4,3,44,Loyal_customers
14450.0,180,3,483.25,1,3,3,13,At_risk
14451.0,60,2,643.9,3,2,3,32,About_to_sleep
14452.0,10,2,259.05,5,2,2,52,Potential_loyalists
14453.0,190,1,119.93,1,1,1,11,Hibernating
14456.0,5,14,3002.51,5,5,5,55,Champions
14457.0,310,1,113.64,1,1,1,11,Hibernating
14459.0,155,1,1837.92,2,1,4,21,Hibernating
14460.0,110,4,383.34,2,4,2,24,At_risk
14461.0,148,3,2103.06,2,3,5,23,At_risk
14462.0,63,15,1942.45,3,5,4,35,Loyal_customers
14463.0,98,3,529.62,2,3,3,23,At_risk
14465.0,246,3,1038.44,1,3,4,13,At_risk
14466.0,29,7,2272.4,4,5,5,45,Loyal_customers
14467.0,17,4,596.26,4,4,3,44,Loyal_customers
14470.0,11,2,461.19,5,2,2,52,Potential_loyalists
14472.0,103,8,1852.67,2,5,4,25,Shouldn't_loose
14473.0,74,2,234.34,2,2,2,22,Hibernating
14474.0,43,2,537.71,3,2,3,32,About_to_sleep
14475.0,71,6,799.82,3,4,3,34,Loyal_customers
14476.0,257,1,193.0,1,1,1,11,Hibernating
14477.0,19,5,1307.81,4,4,4,44,Loyal_customers
14479.0,253,2,316.25,1,2,2,12,Hibernating
14480.0,11,1,279.05,5,1,2,51,New_customers
14481.0,164,2,636.51,2,2,3,22,Hibernating
14482.0,18,6,2022.81,4,4,5,44,Loyal_customers
14483.0,149,2,129.20000000000002,2,2,1,22,Hibernating
14484.0,50,1,321.92,3,1,2,31,About_to_sleep
14485.0,38,1,162.8,3,1,1,31,About_to_sleep
14487.0,26,7,1152.73,4,5,4,45,Loyal_customers
14488.0,51,2,1047.43,3,2,4,32,About_to_sleep
14489.0,207,1,463.38,1,1,2,11,Hibernating
14491.0,175,2,340.93,2,2,2,22,Hibernating
14493.0,7,7,2362.84,5,5,5,55,Champions
14494.0,25,1,139.56,4,1,1,41,Promising
14495.0,50,2,123.80000000000001,3,2,1,32,About_to_sleep
14496.0,311,2,538.8100000000001,1,2,3,12,Hibernating
14497.0,301,2,457.47,1,2,2,12,Hibernating
14498.0,42,5,1957.32,3,4,4,34,Loyal_customers
14499.0,26,3,808.44,4,3,3,43,Potential_loyalists
14500.0,88,3,356.85,2,3,2,23,At_risk
14501.0,64,3,190.31,3,3,1,33,Need_attention
14502.0,19,14,2310.18,4,5,5,45,Loyal_customers
14503.0,3,6,3543.26,5,4,5,54,Champions
14504.0,47,4,673.26,3,4,3,34,Loyal_customers
14505.0,17,11,5772.49,4,5,5,45,Loyal_customers
14506.0,17,5,1960.65,4,4,4,44,Loyal_customers
14507.0,23,7,1352.88,4,5,4,45,Loyal_customers
14508.0,22,2,268.05,4,2,2,42,Potential_loyalists
14511.0,11,6,1267.41,5,4,4,54,Champions
14512.0,187,2,275.28,1,2,2,12,Hibernating
